Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
32,"A. Fan","Large Language Models for Software Engineering: Survey and Open Problems",2023,"Proceedings - 2023 IEEE/ACM International Conference on Software Engineering: Future of Software Engineering, ICSE-FoSE 2023","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85185604518&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85185604518&origin=inward",14,"2025-03-14 11:30:04","Conference Paper","10.1109/ICSE-FoSE59343.2023.00008","","https://api.elsevier.com/content/abstract/scopus_id/85185604518",,,31,53,32,16.00,32,1,2,"","",""
31,"Y. Wu","How Effective Are Neural Networks for Fixing Security Vulnerabilities",2023,"ISSTA 2023 - Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85167724736&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85167724736&origin=inward",16,"2025-03-14 11:30:04","Conference Paper","10.1145/3597926.3598135","","https://api.elsevier.com/content/abstract/scopus_id/85167724736",,,1282,1294,31,15.50,31,1,2,"","",""
28,"K. Huang","An Empirical Study on Fine-Tuning Large Language Models of Code for Automated Program Repair",2023,"Proceedings - 2023 38th IEEE/ACM International Conference on Automated Software Engineering, ASE 2023","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85178999974&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85178999974&origin=inward",17,"2025-03-14 11:30:04","Conference Paper","10.1109/ASE56229.2023.00181","","https://api.elsevier.com/content/abstract/scopus_id/85178999974",,,1162,1174,28,14.00,28,1,2,"","",""
41,"B. Lin","Context-Aware Code Change Embedding for Better Patch Correctness Assessment",2022,"ACM Transactions on Software Engineering and Methodology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85130752121&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85130752121&origin=inward",9,"2025-03-14 11:30:04","Article","10.1145/3505247","1049-331X","https://api.elsevier.com/content/abstract/scopus_id/85130752121",31,3,,,41,13.67,41,1,3,"","",""
39,"X. Meng","Improving Fault Localization and Program Repair with Deep Semantic Features and Transferred Knowledge",2022,"Proceedings - International Conference on Software Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85133551961&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85133551961&origin=inward",10,"2025-03-14 11:30:04","Conference Paper","10.1145/3510003.3510147","0270-5257","https://api.elsevier.com/content/abstract/scopus_id/85133551961",2022,,1169,1180,39,13.00,39,1,3,"","",""
33,"Y. Noller","Trust Enhancement Issues in Program Repair",2022,"Proceedings - International Conference on Software Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85128307551&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85128307551&origin=inward",13,"2025-03-14 11:30:04","Conference Paper","10.1145/3510003.3510040","0270-5257","https://api.elsevier.com/content/abstract/scopus_id/85128307551",2022,,2228,2240,33,11.00,33,1,3,"","",""
32,"M. Motwani","Quality of Automated Program Repair on Real-World Defects",2022,"IEEE Transactions on Software Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85125483909&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85125483909&origin=inward",15,"2025-03-14 11:30:04","Article","10.1109/TSE.2020.2998785","0098-5589","https://api.elsevier.com/content/abstract/scopus_id/85125483909",48,2,637,661,32,10.67,32,1,3,"","",""
20,"Q. Zhang","A Survey of Learning-based Automated Program Repair",2023,"ACM Transactions on Software Engineering and Methodology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85181511778&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85181511778&origin=inward",21,"2025-03-14 11:30:04","Article","10.1145/3631974","1049-331X","https://api.elsevier.com/content/abstract/scopus_id/85181511778",33,2,,,20,10.00,20,1,2,"","",""
18,"Q. Zhang","Gamma: Revisiting Template-Based Automated Program Repair Via Mask Prediction",2023,"Proceedings - 2023 38th IEEE/ACM International Conference on Automated Software Engineering, ASE 2023","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85170505302&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85170505302&origin=inward",25,"2025-03-14 11:30:04","Conference Paper","10.1109/ASE56229.2023.00063","","https://api.elsevier.com/content/abstract/scopus_id/85170505302",,,535,547,18,9.00,18,1,2,"","",""
8,"H. Ye","ITER: Iterative Neural Repair for Multi-Location Patches",2024,"Proceedings - International Conference on Software Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85185535944&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85185535944&origin=inward",48,"2025-03-14 11:30:04","Conference Paper","10.1145/3597503.3623337","0270-5257","https://api.elsevier.com/content/abstract/scopus_id/85185535944",,,,,8,8.00,8,1,1,"","",""
23,"Q.C. Bui","Vul4J: A Dataset of Reproducible Java Vulnerabilities Geared Towards the Study of Program Repair Techniques",2022,"Proceedings - 2022 Mining Software Repositories Conference, MSR 2022","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134037024&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134037024&origin=inward",18,"2025-03-14 11:30:04","Conference Paper","10.1145/3524842.3528482","","https://api.elsevier.com/content/abstract/scopus_id/85134037024",,,464,468,23,7.67,23,1,3,"","",""
15,"H. Tian","The Best of Both Worlds: Combining Learned Embeddings with Engineered Features for Accurate Prediction of Correct Patches",2023,"ACM Transactions on Software Engineering and Methodology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85164237362&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85164237362&origin=inward",26,"2025-03-14 11:30:04","Article","10.1145/3576039","1049-331X","https://api.elsevier.com/content/abstract/scopus_id/85164237362",32,4,,,15,7.50,15,1,2,"","",""
15,"N. Jiang","KNOD: Domain Knowledge Distilled Tree Decoder for Automated Program Repair",2023,"Proceedings - International Conference on Software Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85159881662&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85159881662&origin=inward",27,"2025-03-14 11:30:04","Conference Paper","10.1109/ICSE48619.2023.00111","0270-5257","https://api.elsevier.com/content/abstract/scopus_id/85159881662",,,1251,1263,15,7.50,15,1,2,"","",""
21,"M. Lajko","Towards JavaScript program repair with Generative Pre-trained Transformer (GPT-2)",2022,"Proceedings - International Workshop on Automated Program Repair, APR 2022","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85135154121&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85135154121&origin=inward",19,"2025-03-14 11:30:04","Conference Paper","10.1145/3524459.3527350","","https://api.elsevier.com/content/abstract/scopus_id/85135154121",,,61,68,21,7.00,21,1,3,"","",""
21,"H. Tian","Predicting Patch Correctness Based on the Similarity of Failing Test Cases",2022,"ACM Transactions on Software Engineering and Methodology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85133510958&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85133510958&origin=inward",20,"2025-03-14 11:30:04","Article","10.1145/3511096","1049-331X","https://api.elsevier.com/content/abstract/scopus_id/85133510958",31,4,,,21,7.00,21,1,3,"","",""
14,"X. Meng","Template-based Neural Program Repair",2023,"Proceedings - International Conference on Software Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85171735232&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85171735232&origin=inward",28,"2025-03-14 11:30:04","Conference Paper","10.1109/ICSE48619.2023.00127","0270-5257","https://api.elsevier.com/content/abstract/scopus_id/85171735232",,,1456,1468,14,7.00,14,1,2,"","",""
7,"J. Zhang","PyDex: Repairing Bugs in Introductory Python Assignments using LLMs",2024,"Proceedings of the ACM on Programming Languages","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85195798173&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85195798173&origin=inward",59,"2025-03-14 11:30:04","Article","10.1145/3649850","2475-1421","https://api.elsevier.com/content/abstract/scopus_id/85195798173",8,,,,7,7.00,7,1,1,"","",""
20,"U.Z. Ahmed","Verifix: Verified Repair of Programming Assignments",2022,"ACM Transactions on Software Engineering and Methodology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85139329042&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139329042&origin=inward",22,"2025-03-14 11:30:04","Article","10.1145/3510418","1049-331X","https://api.elsevier.com/content/abstract/scopus_id/85139329042",31,4,,,20,6.67,20,1,3,"","",""
20,"Y. Zhao","Towards Automatically Repairing Compatibility Issues in Published Android Apps",2022,"Proceedings - International Conference on Software Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85132422170&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85132422170&origin=inward",23,"2025-03-14 11:30:04","Conference Paper","10.1145/3510003.3510128","0270-5257","https://api.elsevier.com/content/abstract/scopus_id/85132422170",2022,,2142,2153,20,6.67,20,1,3,"","",""
20,"S. Tokui","NeuRecover: Regression-Controlled Repair of Deep Neural Networks with Training History",2022,"Proceedings - 2022 IEEE International Conference on Software Analysis, Evolution and Reengineering, SANER 2022","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85131034061&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85131034061&origin=inward",24,"2025-03-14 11:30:04","Conference Paper","10.1109/SANER53432.2022.00128","","https://api.elsevier.com/content/abstract/scopus_id/85131034061",,,1111,1121,20,6.67,20,1,3,"","",""
13,"F. Ribeiro","GPT-3-Powered Type Error Debugging: Investigating the Use of Large Language Models for Code Repair",2023,"SLE 2023 - Proceedings of the 16th ACM SIGPLAN International Conference on Software Language Engineering, Co-located with: SPLASH 2023","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85177612252&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85177612252&origin=inward",31,"2025-03-14 11:30:04","Conference Paper","10.1145/3623476.3623522","","https://api.elsevier.com/content/abstract/scopus_id/85177612252",,,111,124,13,6.50,13,1,2,"","",""
12,"Q. Zhu","Tare: Type-Aware Neural Program Repair",2023,"Proceedings - International Conference on Software Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85171745179&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85171745179&origin=inward",33,"2025-03-14 11:30:04","Conference Paper","10.1109/ICSE48619.2023.00126","0270-5257","https://api.elsevier.com/content/abstract/scopus_id/85171745179",,,1443,1455,12,6.00,12,1,2,"","",""
12,"N. Alshahwan","Software Testing Research Challenges: An Industrial Perspective",2023,"Proceedings - 2023 IEEE 16th International Conference on Software Testing, Verification and Validation, ICST 2023","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85161898000&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85161898000&origin=inward",34,"2025-03-14 11:30:04","Conference Paper","10.1109/ICST57152.2023.00008","","https://api.elsevier.com/content/abstract/scopus_id/85161898000",,,1,10,12,6.00,12,1,2,"","",""
12,"T. Le-Cong","Invalidator: Automated Patch Correctness Assessment Via Semantic and Syntactic Reasoning",2023,"IEEE Transactions on Software Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85149859362&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85149859362&origin=inward",35,"2025-03-14 11:30:04","Article","10.1109/TSE.2023.3255177","0098-5589","https://api.elsevier.com/content/abstract/scopus_id/85149859362",49,6,3411,3429,12,6.00,12,1,2,"","",""
14,"D. Li","Improving Search-Based Automatic Program Repair With Neural Machine Translation",2022,"IEEE Access","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85127772890&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85127772890&origin=inward",29,"2025-03-14 11:30:04","Article","10.1109/ACCESS.2022.3164780","2169-3536","https://api.elsevier.com/content/abstract/scopus_id/85127772890",10,,51167,51175,14,4.67,14,1,3,"","",""
14,"H. Ahmad","CirFix: Automatically Repairing Defects in Hardware Design Code",2022,"International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85126392375&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85126392375&origin=inward",30,"2025-03-14 11:30:04","Conference Paper","10.1145/3503222.3507763","","https://api.elsevier.com/content/abstract/scopus_id/85126392375",,,990,1003,14,4.67,14,1,3,"","",""
9,"C.S. Xia","The Plastic Surgery Hypothesis in the Era of Large Language Models",2023,"Proceedings - 2023 38th IEEE/ACM International Conference on Automated Software Engineering, ASE 2023","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85179011197&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85179011197&origin=inward",43,"2025-03-14 11:30:04","Conference Paper","10.1109/ASE56229.2023.00047","","https://api.elsevier.com/content/abstract/scopus_id/85179011197",,,522,534,9,4.50,9,1,2,"","",""
9,"M. Motwani","Better Automatic Program Repair by Using Bug Reports and Tests Together",2023,"Proceedings - International Conference on Software Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85150600616&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85150600616&origin=inward",44,"2025-03-14 11:30:04","Conference Paper","10.1109/ICSE48619.2023.00109","0270-5257","https://api.elsevier.com/content/abstract/scopus_id/85150600616",,,1225,1237,9,4.50,9,1,2,"","",""
13,"A. Ghanbari","Patch correctness assessment in automated program repair based on the impact of patches on production and test code",2022,"ISSTA 2022 - Proceedings of the 31st ACM SIGSOFT International Symposium on Software Testing and Analysis","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85136827281&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85136827281&origin=inward",32,"2025-03-14 11:30:04","Conference Paper","10.1145/3533767.3534368","","https://api.elsevier.com/content/abstract/scopus_id/85136827281",,,654,665,13,4.33,13,1,3,"","",""
12,"Y. Zhang","Program vulnerability repair via inductive inference",2022,"ISSTA 2022 - Proceedings of the 31st ACM SIGSOFT International Symposium on Software Testing and Analysis","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85136786495&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85136786495&origin=inward",36,"2025-03-14 11:30:04","Conference Paper","10.1145/3533767.3534387","","https://api.elsevier.com/content/abstract/scopus_id/85136786495",,,691,702,12,4.00,12,1,3,"","",""
8,"C. Koutcheme","Automated Program Repair Using Generative Models for Code Infilling",2023,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85164908820&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85164908820&origin=inward",49,"2025-03-14 11:30:04","Conference Paper","10.1007/978-3-031-36272-9_74","0302-9743","https://api.elsevier.com/content/abstract/scopus_id/85164908820",13916,,798,803,8,4.00,8,1,2,"","",""
8,"A. Khanfir","iBiR: Bug-report-driven Fault Injection",2023,"ACM Transactions on Software Engineering and Methodology","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85153751800&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85153751800&origin=inward",50,"2025-03-14 11:30:04","Article","10.1145/3542946","1049-331X","https://api.elsevier.com/content/abstract/scopus_id/85153751800",32,2,,,8,4.00,8,1,2,"","",""
8,"A. Salahirad","Mapping the structure and evolution of software testing research over the past three decades",2023,"Journal of Systems and Software","","https://api.elsevier.com/content/article/eid/1-s2.0-S0164121222001947","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85139315300&origin=inward",53,"2025-03-14 11:30:04","Article","10.1016/j.jss.2022.111518","0164-1212","https://api.elsevier.com/content/abstract/scopus_id/85139315300",195,,,,8,4.00,8,1,2,"","",""
4,"C.S. Xia","Automated Program Repair via Conversation: Fixing 162 out of 337 Bugs for $0.42 Each using ChatGPT",2024,"ISSTA 2024 - Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85204810384&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85204810384&origin=inward",76,"2025-03-14 11:30:04","Conference Paper","10.1145/3650212.3680323","","https://api.elsevier.com/content/abstract/scopus_id/85204810384",,,819,831,4,4.00,4,1,1,"","",""
4,"Q. Zhang","APPT: Boosting Automated Patch Correctness Prediction via Fine-Tuning Pre-Trained Models",2024,"IEEE Transactions on Software Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85182923361&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85182923361&origin=inward",78,"2025-03-14 11:30:04","Article","10.1109/TSE.2024.3354969","0098-5589","https://api.elsevier.com/content/abstract/scopus_id/85182923361",50,3,474,494,4,4.00,4,1,1,"","",""
11,"D. Yang","TransplantFix: Graph Differencing-based Code Transplantation for Automated Program Repair",2022,"ACM International Conference Proceeding Series","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85146966767&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85146966767&origin=inward",37,"2025-03-14 11:30:04","Conference Paper","10.1145/3551349.3556893","","https://api.elsevier.com/content/abstract/scopus_id/85146966767",,,,,11,3.67,11,1,3,"","",""
11,"W. Oh","PyTER: effective program repair for Python type errors",2022,"ESEC/FSE 2022 - Proceedings of the 30th ACM Joint Meeting European Software Engineering Conference and Symposium on the Foundations of Software Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85143077075&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85143077075&origin=inward",38,"2025-03-14 11:30:04","Conference Paper","10.1145/3540250.3549130","","https://api.elsevier.com/content/abstract/scopus_id/85143077075",,,922,934,11,3.67,11,1,3,"","",""
11,"V. Csuvik","FixJS: A Dataset of Bug-fixing JavaScript Commits",2022,"Proceedings - 2022 Mining Software Repositories Conference, MSR 2022","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85134029098&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85134029098&origin=inward",39,"2025-03-14 11:30:04","Conference Paper","10.1145/3524842.3528480","","https://api.elsevier.com/content/abstract/scopus_id/85134029098",,,712,716,11,3.67,11,1,3,"","",""
11,"R. Widyasari","XAI4FL: Enhancing Spectrum-Based Fault Localization with Explainable Artificial Intelligence",2022,"IEEE International Conference on Program Comprehension","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85133181712&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85133181712&origin=inward",40,"2025-03-14 11:30:04","Conference Paper","10.1145/3524610.3527902","","https://api.elsevier.com/content/abstract/scopus_id/85133181712",2022,,499,510,11,3.67,11,1,3,"","",""
7,"N. Parasaram","Rete: Learning Namespace Representation for Program Repair",2023,"Proceedings - International Conference on Software Engineering","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85166957497&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85166957497&origin=inward",60,"2025-03-14 11:30:04","Conference Paper","10.1109/ICSE48619.2023.00112","0270-5257","https://api.elsevier.com/content/abstract/scopus_id/85166957497",,,1264,1276,7,3.50,7,1,2,"","",""
10,"K. Huang","Repairing Security Vulnerabilities Using Pre-trained Programming Language Models",2022,"Proceedings - 52nd Annual IEEE/IFIP International Conference on Dependable Systems and Networks Workshop Volume, DSN-W 2022","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85136108454&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85136108454&origin=inward",41,"2025-03-14 11:30:04","Conference Paper","10.1109/DSN-W54100.2022.00027","","https://api.elsevier.com/content/abstract/scopus_id/85136108454",,,111,116,10,3.33,10,1,3,"","",""
10,"A. Nilizadeh","Automated Program Repair and Test Overfitting: Measurements and Approaches using Formal Methods",2022,"Proceedings - 2022 IEEE 15th International Conference on Software Testing, Verification and Validation, ICST 2022","","https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85133272304&origin=inward","https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85133272304&origin=inward",42,"2025-03-14 11:30:04","Conference Paper","10.1109/ICST53961.2022.00061","","https://api.elsevier.com/content/abstract/scopus_id/85133272304",,,480,482,10,3.33,10,1,3,"","",""
